"","GEOID","County","State","indicator","value"
"1384","29043","Christian, MO","MISSOURI","Total Population",85658
"1385","29045","Clark, MO","MISSOURI","Total Population",6779
"1386","29047","Clay, MO","MISSOURI","Total Population",242516
"1387","29049","Clinton, MO","MISSOURI","Total Population",20500
"1388","29051","Cole, MO","MISSOURI","Total Population",76723
"1389","29053","Cooper, MO","MISSOURI","Total Population",17660
"1390","29055","Crawford, MO","MISSOURI","Total Population",24154
"1391","29057","Dade, MO","MISSOURI","Total Population",7578
"1392","29059","Dallas, MO","MISSOURI","Total Population",16617
"1393","29061","Daviess, MO","MISSOURI","Total Population",8295
"1394","29063","DeKalb, MO","MISSOURI","Total Population",12526
"1395","29065","Dent, MO","MISSOURI","Total Population",15545
"1396","29067","Douglas, MO","MISSOURI","Total Population",13306
"1397","29069","Dunklin, MO","MISSOURI","Total Population",30027
"1398","29071","Franklin, MO","MISSOURI","Total Population",103191
"1399","29073","Gasconade, MO","MISSOURI","Total Population",14711
"1400","29075","Gentry, MO","MISSOURI","Total Population",6616
"1401","29077","Greene, MO","MISSOURI","Total Population",289756
"1402","29079","Grundy, MO","MISSOURI","Total Population",9992
"1403","29081","Harrison, MO","MISSOURI","Total Population",8491
"1404","29083","Henry, MO","MISSOURI","Total Population",21735
"1405","29085","Hickory, MO","MISSOURI","Total Population",9404
"1406","29087","Holt, MO","MISSOURI","Total Population",4432
"1407","29089","Howard, MO","MISSOURI","Total Population",10058
"1408","29091","Howell, MO","MISSOURI","Total Population",40104
"1409","29093","Iron, MO","MISSOURI","Total Population",10164
"1410","29095","Jackson, MO","MISSOURI","Total Population",696216
"1411","29097","Jasper, MO","MISSOURI","Total Population",119920
"1412","29099","Jefferson, MO","MISSOURI","Total Population",223951
"1413","29101","Johnson, MO","MISSOURI","Total Population",53682
"1414","29103","Knox, MO","MISSOURI","Total Population",3947
"1415","29105","Laclede, MO","MISSOURI","Total Population",35531
"1416","29107","Lafayette, MO","MISSOURI","Total Population",32597
"1417","29109","Lawrence, MO","MISSOURI","Total Population",38204
"1418","29111","Lewis, MO","MISSOURI","Total Population",9955
"1419","29113","Lincoln, MO","MISSOURI","Total Population",56477
"1420","29115","Linn, MO","MISSOURI","Total Population",12113
"1421","29117","Livingston, MO","MISSOURI","Total Population",15126
"1422","29119","McDonald, MO","MISSOURI","Total Population",22782
"1423","29121","Macon, MO","MISSOURI","Total Population",15199
"1424","29123","Madison, MO","MISSOURI","Total Population",12179
"1425","29125","Maries, MO","MISSOURI","Total Population",8803
"1426","29127","Marion, MO","MISSOURI","Total Population",28608
"1427","29129","Mercer, MO","MISSOURI","Total Population",3644
"1428","29131","Miller, MO","MISSOURI","Total Population",25201
"1429","29133","Mississippi, MO","MISSOURI","Total Population",13574
"1430","29135","Moniteau, MO","MISSOURI","Total Population",16046
"1431","29137","Monroe, MO","MISSOURI","Total Population",8629
"1432","29139","Montgomery, MO","MISSOURI","Total Population",11487
"1433","29141","Morgan, MO","MISSOURI","Total Population",20271
"1434","29143","NewMadrid, MO","MISSOURI","Total Population",17560
"1435","29145","Newton, MO","MISSOURI","Total Population",58180
"1436","29147","Nodaway, MO","MISSOURI","Total Population",22359
"1437","29149","Oregon, MO","MISSOURI","Total Population",10647
"1438","29151","Osage, MO","MISSOURI","Total Population",13615
"1439","29153","Ozark, MO","MISSOURI","Total Population",9207
"1440","29155","Pemiscot, MO","MISSOURI","Total Population",16663
"1441","29157","Perry, MO","MISSOURI","Total Population",19191
"1442","29159","Pettis, MO","MISSOURI","Total Population",42355
"1443","29161","Phelps, MO","MISSOURI","Total Population",44630
"1444","29163","Pike, MO","MISSOURI","Total Population",18455
"1445","29165","Platte, MO","MISSOURI","Total Population",100682
"1446","29167","Polk, MO","MISSOURI","Total Population",31748
"1447","29169","Pulaski, MO","MISSOURI","Total Population",52425
"1448","29171","Putnam, MO","MISSOURI","Total Population",4781
"1449","29173","Ralls, MO","MISSOURI","Total Population",10234
"1450","29175","Randolph, MO","MISSOURI","Total Population",24878
"1451","29177","Ray, MO","MISSOURI","Total Population",22875
"1452","29179","Reynolds, MO","MISSOURI","Total Population",6290
"1453","29181","Ripley, MO","MISSOURI","Total Population",13567
"1454","29183","St.Charles, MO","MISSOURI","Total Population",394290
"1455","29185","St.Clair, MO","MISSOURI","Total Population",9370
"1456","29186","Ste.Genevieve, MO","MISSOURI","Total Population",17848
"1457","29187","St.Francois, MO","MISSOURI","Total Population",66643
"1458","29189","St.Louis, MO","MISSOURI","Total Population",996919
"1459","29195","Saline, MO","MISSOURI","Total Population",22976
"1460","29197","Schuyler, MO","MISSOURI","Total Population",4555
"1461","29199","Scotland, MO","MISSOURI","Total Population",4902
"1462","29201","Scott, MO","MISSOURI","Total Population",38633
"1463","29203","Shannon, MO","MISSOURI","Total Population",8217
"1464","29205","Shelby, MO","MISSOURI","Total Population",6013
"1465","29207","Stoddard, MO","MISSOURI","Total Population",29377
"1466","29209","Stone, MO","MISSOURI","Total Population",31615
"1467","29211","Sullivan, MO","MISSOURI","Total Population",6247
"1468","29213","Taney, MO","MISSOURI","Total Population",55114
"1469","29215","Texas, MO","MISSOURI","Total Population",25604
"1470","29217","Vernon, MO","MISSOURI","Total Population",20595
"1471","29219","Warren, MO","MISSOURI","Total Population",34453
"1472","29221","Washington, MO","MISSOURI","Total Population",24860
"1473","29223","Wayne, MO","MISSOURI","Total Population",13195
"1474","29225","Webster, MO","MISSOURI","Total Population",38655
"1475","29227","Worth, MO","MISSOURI","Total Population",2027
"1476","29229","Wright, MO","MISSOURI","Total Population",18203
"1477","30001","Beaverhead, MT","MONTANA","Total Population",9415
"1478","30003","BigHorn, MT","MONTANA","Total Population",13387
"1479","30005","Blaine, MT","MONTANA","Total Population",6719
"1480","30007","Broadwater, MT","MONTANA","Total Population",5945
"1481","30009","Carbon, MT","MONTANA","Total Population",10597
"1482","30011","Carter, MT","MONTANA","Total Population",1331
"1483","30013","Cascade, MT","MONTANA","Total Population",81625
"1484","30015","Chouteau, MT","MONTANA","Total Population",5732
"1485","30017","Custer, MT","MONTANA","Total Population",11729
"1486","30019","Daniels, MT","MONTANA","Total Population",1730
"1487","30021","Dawson, MT","MONTANA","Total Population",9017
"1488","30023","DeerLodge, MT","MONTANA","Total Population",9106
"1489","30025","Fallon, MT","MONTANA","Total Population",2921
"1490","30027","Fergus, MT","MONTANA","Total Population",11221
"1491","30029","Flathead, MT","MONTANA","Total Population",99899
"1492","30031","Gallatin, MT","MONTANA","Total Population",108063
"1493","30033","Garfield, MT","MONTANA","Total Population",1036
"1494","30035","Glacier, MT","MONTANA","Total Population",13732
"1495","30039","Granite, MT","MONTANA","Total Population",3311
"1496","30041","Hill, MT","MONTANA","Total Population",16436
"1497","30043","Jefferson, MT","MONTANA","Total Population",11917
"1498","30045","JudithBasin, MT","MONTANA","Total Population",1954
"1499","30047","Lake, MT","MONTANA","Total Population",30013
"1500","30049","LewisandClark, MT","MONTANA","Total Population",67805
"1501","30051","Liberty, MT","MONTANA","Total Population",2351
"1502","30053","Lincoln, MT","MONTANA","Total Population",19537
"1503","30055","McCone, MT","MONTANA","Total Population",1790
"1504","30057","Madison, MT","MONTANA","Total Population",8302
"1505","30059","Meagher, MT","MONTANA","Total Population",1888
"1506","30061","Mineral, MT","MONTANA","Total Population",4251
"1507","30063","Missoula, MT","MONTANA","Total Population",117309
"1508","30065","Musselshell, MT","MONTANA","Total Population",4766
"1509","30067","Park, MT","MONTANA","Total Population",16352
"1510","30071","Phillips, MT","MONTANA","Total Population",4077
"1511","30073","Pondera, MT","MONTANA","Total Population",5994
"1512","30075","PowderRiver, MT","MONTANA","Total Population",1607
"1513","30077","Powell, MT","MONTANA","Total Population",6854
"1514","30079","Prairie, MT","MONTANA","Total Population",1252
"1515","30081","Ravalli, MT","MONTANA","Total Population",42512
"1516","30083","Richland, MT","MONTANA","Total Population",11199
"1517","30085","Roosevelt, MT","MONTANA","Total Population",11175
"1518","30087","Rosebud, MT","MONTANA","Total Population",9152
"1519","30089","Sanders, MT","MONTANA","Total Population",11681
"1520","30091","Sheridan, MT","MONTANA","Total Population",3483
"1521","30093","SilverBow, MT","MONTANA","Total Population",34770
"1522","30095","Stillwater, MT","MONTANA","Total Population",9466
"1523","30097","SweetGrass, MT","MONTANA","Total Population",3670
"1524","30099","Teton, MT","MONTANA","Total Population",6086
"1525","30101","Toole, MT","MONTANA","Total Population",4892
"1526","30105","Valley, MT","MONTANA","Total Population",7471
"1527","30107","Wheatland, MT","MONTANA","Total Population",2142
"1528","30109","Wibaux, MT","MONTANA","Total Population",1122
"1529","30111","Yellowstone, MT","MONTANA","Total Population",159008
"1530","31001","Adams, NE","NEBRASKA","Total Population",31587
"1531","31003","Antelope, NE","NEBRASKA","Total Population",6341
"1532","31011","Boone, NE","NEBRASKA","Total Population",5279
"1533","31013","BoxButte, NE","NEBRASKA","Total Population",10970
"1534","31015","Boyd, NE","NEBRASKA","Total Population",1937
"1535","31017","Brown, NE","NEBRASKA","Total Population",3015
"1536","31019","Buffalo, NE","NEBRASKA","Total Population",49209
"1537","31021","Burt, NE","NEBRASKA","Total Population",6510
"1538","31023","Butler, NE","NEBRASKA","Total Population",8029
"1539","31025","Cass, NE","NEBRASKA","Total Population",25888
"1540","31027","Cedar, NE","NEBRASKA","Total Population",8498
"1541","31029","Chase, NE","NEBRASKA","Total Population",3783
"1542","31031","Cherry, NE","NEBRASKA","Total Population",5779
"1543","31033","Cheyenne, NE","NEBRASKA","Total Population",9604
"1544","31035","Clay, NE","NEBRASKA","Total Population",6203
"1545","31037","Colfax, NE","NEBRASKA","Total Population",10714
"1546","31039","Cuming, NE","NEBRASKA","Total Population",8952
"1547","31041","Custer, NE","NEBRASKA","Total Population",10826
"1548","31043","Dakota, NE","NEBRASKA","Total Population",20173
"1549","31045","Dawes, NE","NEBRASKA","Total Population",8810
"1550","31047","Dawson, NE","NEBRASKA","Total Population",23733
"1551","31049","Deuel, NE","NEBRASKA","Total Population",1831
"1552","31051","Dixon, NE","NEBRASKA","Total Population",5719
"1553","31053","Dodge, NE","NEBRASKA","Total Population",36665
"1554","31055","Douglas, NE","NEBRASKA","Total Population",560617
"1555","31057","Dundy, NE","NEBRASKA","Total Population",1913
"1556","31059","Fillmore, NE","NEBRASKA","Total Population",5547
"1557","31061","Franklin, NE","NEBRASKA","Total Population",2987
"1558","31063","Frontier, NE","NEBRASKA","Total Population",2640
"1559","31065","Furnas, NE","NEBRASKA","Total Population",4747
"1560","31067","Gage, NE","NEBRASKA","Total Population",21594
"1561","31069","Garden, NE","NEBRASKA","Total Population",1864
"1562","31071","Garfield, NE","NEBRASKA","Total Population",2001
"1563","31073","Gosper, NE","NEBRASKA","Total Population",2013
"1564","31077","Greeley, NE","NEBRASKA","Total Population",2382
"1565","31079","Hall, NE","NEBRASKA","Total Population",61265
"1566","31081","Hamilton, NE","NEBRASKA","Total Population",9215
"1567","31083","Harlan, NE","NEBRASKA","Total Population",3415
"1568","31085","Hayes, NE","NEBRASKA","Total Population",893
"1569","31087","Hitchcock, NE","NEBRASKA","Total Population",2815
"1570","31089","Holt, NE","NEBRASKA","Total Population",10177
"1571","31093","Howard, NE","NEBRASKA","Total Population",6417
"1572","31095","Jefferson, NE","NEBRASKA","Total Population",7144
"1573","31097","Johnson, NE","NEBRASKA","Total Population",5161
"1574","31099","Kearney, NE","NEBRASKA","Total Population",6529
"1575","31101","Keith, NE","NEBRASKA","Total Population",8068
"1576","31105","Kimball, NE","NEBRASKA","Total Population",3633
"1577","31107","Knox, NE","NEBRASKA","Total Population",8426
"1578","31109","Lancaster, NE","NEBRASKA","Total Population",313158
"1579","31111","Lincoln, NE","NEBRASKA","Total Population",35263
"1580","31113","Logan, NE","NEBRASKA","Total Population",927
"1581","31119","Madison, NE","NEBRASKA","Total Population",35080
"1582","31121","Merrick, NE","NEBRASKA","Total Population",7798
"1583","31123","Morrill, NE","NEBRASKA","Total Population",4781
"1584","31125","Nance, NE","NEBRASKA","Total Population",3544
"1585","31127","Nemaha, NE","NEBRASKA","Total Population",6973
"1586","31129","Nuckolls, NE","NEBRASKA","Total Population",4244
"1587","31131","Otoe, NE","NEBRASKA","Total Population",15949
"1588","31133","Pawnee, NE","NEBRASKA","Total Population",2649
"1589","31135","Perkins, NE","NEBRASKA","Total Population",2901
"1590","31137","Phelps, NE","NEBRASKA","Total Population",9100
"1591","31139","Pierce, NE","NEBRASKA","Total Population",7144
"1592","31141","Platte, NE","NEBRASKA","Total Population",33174
"1593","31143","Polk, NE","NEBRASKA","Total Population",5225
"1594","31145","RedWillow, NE","NEBRASKA","Total Population",10768
"1595","31147","Richardson, NE","NEBRASKA","Total Population",7961
"1596","31149","Rock, NE","NEBRASKA","Total Population",1414
"1597","31151","Saline, NE","NEBRASKA","Total Population",14270
"1598","31153","Sarpy, NE","NEBRASKA","Total Population",181232
"1599","31155","Saunders, NE","NEBRASKA","Total Population",21165
"1600","31157","ScottsBluff, NE","NEBRASKA","Total Population",36074
"1601","31159","Seward, NE","NEBRASKA","Total Population",17171
"1602","31161","Sheridan, NE","NEBRASKA","Total Population",5231
"1603","31163","Sherman, NE","NEBRASKA","Total Population",3033
"1604","31165","Sioux, NE","NEBRASKA","Total Population",1219
"1605","31167","Stanton, NE","NEBRASKA","Total Population",5957
"1606","31169","Thayer, NE","NEBRASKA","Total Population",5057
"1607","31173","Thurston, NE","NEBRASKA","Total Population",7181
"1608","31175","Valley, NE","NEBRASKA","Total Population",4206
"1609","31177","Washington, NE","NEBRASKA","Total Population",20361
"1610","31179","Wayne, NE","NEBRASKA","Total Population",9332
"1611","31181","Webster, NE","NEBRASKA","Total Population",3537
"1612","31183","Wheeler, NE","NEBRASKA","Total Population",783
"1613","31185","York, NE","NEBRASKA","Total Population",13745
"1614","32001","Churchill, NV","NEVADA","Total Population",24259
"1615","32003","Clark, NV","NEVADA","Total Population",2182004
"1616","32005","Douglas, NV","NEVADA","Total Population",48132
"1617","32007","Elko, NV","NEVADA","Total Population",52297
"1618","32011","Eureka, NV","NEVADA","Total Population",1859
"1619","32013","Humboldt, NV","NEVADA","Total Population",16828
"1620","32015","Lander, NV","NEVADA","Total Population",5643
"1621","32017","Lincoln, NV","NEVADA","Total Population",5180
"1622","32019","Lyon, NV","NEVADA","Total Population",54380
"1623","32021","Mineral, NV","NEVADA","Total Population",4460
"1624","32023","Nye, NV","NEVADA","Total Population",44380
"1625","32027","Pershing, NV","NEVADA","Total Population",6615
"1626","32029","Storey, NV","NEVADA","Total Population",3988
"1627","32031","Washoe, NV","NEVADA","Total Population",456936
"1628","32033","WhitePine, NV","NEVADA","Total Population",9679
"1629","33001","Belknap, NH","NEWHAMPSHIRE","Total Population",60887
